category,top_keys
即時,"[('疫苗', 255), ('長者', 188), ('醫院', 109), ('台灣', 81), ('美國', 71), ('長輩', 50), ('原住民', 46), ('民眾', 42), ('中心', 39), ('政府', 38), ('中央', 33), ('武漢', 33), ('肺炎', 33), ('時間', 31), ('電話', 30), ('疫情', 28), ('接種站', 26), ('金門', 25), ('地點', 25), ('縣府', 24), ('莫德納', 22), ('社區', 22), ('視訊', 22), ('人員', 20), ('醫療院所', 20), ('對象', 20), ('身分', 18), ('年齡', 18), ('通知單', 18), ('總統', 17), ('數量', 17), ('側溝', 16), ('我國', 16), ('體育館', 16), ('快打站', 16), ('病患', 15), ('高雄', 14), ('合約', 14), ('患者', 14), ('時段', 14), ('北市', 14), ('區公所', 14), ('台東', 14), ('台北', 13), ('新北市', 13), ('階段', 13), ('屏東縣', 13), ('新聞', 12), ('積淹水', 12), ('診所', 12), ('衛生局', 12), ('縣市', 12), ('資格', 12), ('里長', 12), ('鄉鎮', 12), ('院區', 12), ('網路', 11), ('專區', 11), ('訊息', 11), ('新型', 11), ('冠狀', 11), ('病人', 11), ('手術', 10), ('美方', 10), ('臉書', 10), ('朋友', 10), ('日本', 10), ('大雨', 10), ('土石', 10), ('金門縣', 10), ('高齡', 10), ('里幹事', 10), ('衛生所', 10), ('通知書', 10), ('新竹縣', 10), ('病房', 10), ('公園', 9), ('銅像', 9), ('醫師', 9), ('機構', 9), ('發言人', 9), ('張惇涵', 9), ('狀況', 9), ('高雄市', 9), ('地區', 9), ('台南市', 9), ('台南', 9), ('花蓮', 9), ('蕭美琴', 8), ('人民', 8), ('泥流', 8), ('山坡地', 8), ('人數', 8), ('健保卡', 8), ('台北市', 8), ('現場', 8), ('台中', 8), ('施打站', 8), ('南投', 8), ('花蓮縣', 8), ('台大', 8), ('戶外', 8), ('慈濟', 8), ('白鯨', 7), ('身體', 7), ('團隊', 7), ('拜登', 7), ('協會', 7), ('行動', 7), ('陳時中', 7), ('病毒', 7), ('侯友宜', 7), ('台中市', 7), ('市長', 7), ('新竹', 7), ('量能', 7), ('馬偕', 7), ('小童', 6), ('癌細胞', 6), ('外交', 6), ('國會', 6), ('過程', 6), ('夥伴', 6), ('國際', 6), ('病毒病', 6), ('鳥松區', 6), ('黃泉', 6), ('鳥松', 6), ('國中', 6), ('松埔北巷', 6), ('上游', 6), ('環保局', 6), ('市府', 6), ('蘇貞昌', 6), ('讀者', 6), ('本島', 6), ('案例', 6), ('接種率', 6), ('公費', 6), ('系統', 6), ('長照', 6), ('住民', 6), ('政策', 6), ('居住地', 6), ('線上', 6), ('據點', 6), ('桃園市', 6), ('傷病卡', 6), ('梯次', 6), ('戶籍', 6), ('彰化縣', 6), ('南投縣', 6), ('村里', 6), ('嘉義縣', 6), ('屏東', 6), ('澎湖縣', 6), ('分院', 6), ('機會', 5), ('規定', 5), ('仁川', 5), ('社會', 5), ('病情', 5), ('各界', 5), ('蔡英文', 5), ('國家', 5), ('民主', 5), ('力量', 5), ('小時', 5), ('民進黨', 5), ('立委', 5), ('機場', 5), ('需求', 5), ('衛福部', 5), ('措施', 5), ('慢性病', 5), ('新北', 5), ('專線', 5), ('高市', 5), ('基隆市', 5), ('基隆', 5), ('基督教', 5), ('嘉義市', 5), ('預約制', 5), ('台東縣', 5), ('風險', 5), ('三總', 5), ('長庚', 5), ('紀念', 5), ('水族館', 4), ('公司', 4), ('動物', 4), ('需要', 4), ('氛圍', 4), ('問題', 4), ('癌症', 4), ('巫師', 4), ('腫瘤', 4), ('總統府', 4), ('黨派', 4), ('代表', 4)]"
熱門,"[('疫苗', 200), ('醫院', 170), ('勞工', 130), ('長者', 121), ('疫情', 105), ('民眾', 98), ('貸款', 96), ('中央', 84), ('方案', 84), ('租金', 84), ('措施', 81), ('中心', 72), ('人員', 70), ('計畫', 66), ('肺炎', 62), ('政府', 62), ('市場', 62), ('武漢', 58), ('台灣', 53), ('對象', 47), ('線上', 47), ('補貼', 44), ('市長', 43), ('員工', 43), ('勞動部', 42), ('時間', 41), ('業者', 41), ('行政院', 41), ('生活', 40), ('市府', 39), ('企業', 39), ('美國', 36), ('資格', 36), ('縣府', 33), ('預算', 32), ('護理師', 30), ('家庭', 30), ('專區', 30), ('原住民', 29), ('院區', 28), ('台中市', 28), ('長輩', 28), ('弱勢', 28), ('產業', 28), ('銀行', 28), ('台北', 27), ('期間', 27), ('專線', 26), ('急難', 26), ('名額', 26), ('薪資', 26), ('津貼', 26), ('居家', 25), ('作業', 25), ('難關', 25), ('資訊', 24), ('莫德納', 24), ('新型', 23), ('冠狀', 23), ('高雄', 23), ('新北市', 23), ('電話', 23), ('衝擊', 23), ('現金', 23), ('視訊', 22), ('台北市', 22), ('地方', 22), ('攤商', 22), ('病患', 21), ('訊息', 21), ('方式', 21), ('病房', 20), ('北市', 20), ('陰性', 20), ('衛生局', 20), ('雇主', 20), ('農漁民', 20), ('社區', 19), ('台中', 19), ('新聞', 19), ('網路', 18), ('所得', 18), ('條件', 18), ('孩童', 18), ('病毒病', 17), ('患者', 17), ('台南', 17), ('縣市', 17), ('人數', 17), ('高雄市', 16), ('地點', 16), ('住民', 16), ('紓困金', 16), ('帳戶', 16), ('步驟', 16), ('基金', 16), ('服務業', 16), ('身分', 16), ('問題', 15), ('醫師', 15), ('階段', 15), ('台南市', 15), ('數量', 15), ('黃偉哲', 15), ('病人', 14), ('醫療院所', 14), ('風險', 14), ('新竹縣', 14), ('屏東縣', 14), ('金門', 14), ('嘉義縣', 14), ('工作', 14), ('機構', 14), ('自然人', 14), ('學生', 14), ('娛樂', 14), ('農委會', 14), ('專案', 14), ('計程車', 14), ('期限', 14), ('台大', 13), ('院方', 13), ('花蓮縣', 13), ('方面', 13), ('家屬', 13), ('彰化', 13), ('行政', 13), ('幼兒園', 13), ('標準', 13), ('需求', 12), ('新竹', 12), ('屏東', 12), ('高溫', 12), ('宜蘭縣', 12), ('蕭美琴', 12), ('接種站', 12), ('診所', 12), ('經濟', 12), ('南投', 12), ('教育部', 12), ('訓練', 12), ('藝術', 12), ('商業', 12), ('房東', 12), ('規費', 12), ('鄉鎮', 12), ('聯醫', 11), ('大學', 11), ('總醫院', 11), ('新北', 11), ('地區', 11), ('衛生', 11), ('陽性', 11), ('縣長', 11), ('臉書', 11), ('團隊', 11), ('中市', 11), ('職業', 11), ('Ct值', 11), ('衛生所', 11), ('結果', 10), ('國內', 10), ('流程', 10), ('基隆', 10), ('健保卡', 10), ('核酸', 10), ('政策', 10), ('系統', 10), ('台東', 10), ('日本', 10), ('國小', 10), ('店家', 10), ('經濟部', 10), ('司法', 10), ('平台', 10), ('攤販', 10), ('交通部', 10), ('工作者', 10), ('工會', 10), ('運動', 10), ('事業', 10), ('補習班', 10), ('營業額', 10), ('工資', 10), ('農業', 10), ('農民', 10), ('區公所', 10), ('勞工局', 10), ('鎮公所', 10), ('娛樂稅', 10), ('年齡', 10), ('旅館', 9), ('手術', 9), ('亞東', 9), ('病毒', 9), ('基隆市', 9), ('馬偕', 9), ('窗口', 9), ('基督教', 9), ('高市', 9)]"
生活,"[('醫院', 145), ('疫苗', 39), ('中國', 38), ('台灣', 32), ('中心', 32), ('武漢', 31), ('肺炎', 30), ('民眾', 30), ('疫情', 28), ('台北', 28), ('院區', 27), ('人員', 26), ('護理師', 26), ('美國', 24), ('視訊', 22), ('病患', 20), ('病房', 19), ('員工', 18), ('臉書', 18), ('網友', 17), ('中央', 16), ('陰性', 15), ('鳳梨', 15), ('口罩', 15), ('時間', 14), ('病人', 14), ('高雄', 13), ('新聞', 12), ('新型', 12), ('患者', 12), ('號碼', 12), ('總統', 11), ('聯醫', 11), ('醫師', 11), ('院方', 11), ('居家', 11), ('總醫院', 11), ('診所', 11), ('新北市', 11), ('衛生局', 11), ('台中', 11), ('賈永婕', 11), ('男童', 11), ('冠狀', 10), ('台北市', 10), ('台大', 10), ('政府', 9), ('訊息', 9), ('亞東', 9), ('陽性', 9), ('事件', 9), ('馬偕', 9), ('兒子', 9), ('電話', 9), ('戶外', 9), ('董經緯', 9), ('手術', 9), ('氣候', 9), ('注中獎', 9), ('結果', 8), ('核酸', 8), ('衛生局長', 8), ('國軍', 8), ('分院', 8), ('國家', 8), ('病毒', 8), ('柯文哲', 8), ('政策', 8), ('慈濟', 8), ('彭啟明', 8), ('盧沙野', 8), ('戰狼', 8), ('需求', 7), ('專區', 7), ('期間', 7), ('病毒病', 7), ('個案', 7), ('風險', 7), ('醫療院所', 7), ('病例', 7), ('三總', 7), ('萬華', 7), ('機關', 7), ('男子', 7), ('活動', 7), ('媒體', 7), ('照片', 7), ('量能', 7), ('問題', 7), ('北市府', 7), ('氣溫', 7), ('多恩', 7), ('社區', 6), ('工作', 6), ('間諜', 6), ('拜登', 6), ('消息', 6), ('陳時中', 6), ('網站', 6), ('星彩', 6), ('數量', 5), ('莫德納', 5), ('資料照', 5), ('陽明', 5), ('北市', 5), ('同仁', 5), ('榮總', 5), ('症狀', 5), ('附醫', 5), ('羅一鈞', 5), ('檢疫所', 5), ('國泰', 5), ('措施', 5), ('台中市', 5), ('影片', 5), ('座談會', 5), ('規定', 5), ('小道', 5), ('本土', 5), ('長庚', 5), ('紀念', 5), ('新竹', 5), ('梅雨', 5), ('鋒面', 5), ('外交', 5), ('潘女', 5), ('雜種', 5), ('張男', 5), ('分隊', 5), ('畫面', 4), ('國內', 4), ('蔡英文', 4), ('計畫', 4), ('上稿', 4), ('彰化', 4), ('花蓮', 4), ('病情', 4), ('急診室', 4), ('反應', 4), ('疫調', 4), ('台安', 4), ('家人', 4), ('北醫', 4), ('醫學', 4), ('松山', 4), ('活動史', 4), ('應變組', 4), ('副組長', 4), ('看護', 4), ('汐止', 4), ('快篩', 4), ('對話', 4), ('廣告', 4), ('留言', 4), ('副部長', 4), ('推特', 4), ('勢力', 4), ('韓連潮', 4), ('資訊', 4), ('市長', 4), ('指揮', 4), ('雙北', 4), ('專家', 4), ('狀況', 4), ('基隆', 4), ('健保卡', 4), ('黃世傑', 4), ('通訊', 4), ('整體', 4), ('動物', 4), ('中醫', 4), ('臺大', 4), ('生醫', 4), ('台東', 4), ('歐盟', 4), ('條紋', 4), ('目標', 4), ('黃珊珊', 4), ('高嘉瑜', 4), ('專員', 4), ('小禾馨', 4), ('成人', 4), ('黃金', 4), ('獵犬', 4), ('法院', 4), ('地院', 4), ('工廠', 4), ('檢方', 4), ('東森', 4), ('財經', 4), ('彩券王', 4), ('歐洲', 3), ('現場', 3), ('新北', 3), ('桃園', 3), ('網路', 3), ('仁愛', 3), ('地點', 3), ('家屬', 3), ('感染源', 3)]"
社會,"[('台灣', 61), ('美國', 52), ('疫苗', 44), ('警方', 25), ('律師', 25), ('政府', 23), ('疫情', 21), ('鄭男', 16), ('總統', 16), ('小惠', 15), ('林男', 12), ('蘇富比', 12), ('莫德納', 12), ('民眾', 11), ('歹徒', 11), ('車輛', 11), ('妻子', 11), ('畫作', 11), ('警分局', 10), ('簡訊', 10), ('客服', 10), ('陳謀昭', 10), ('男子', 10), ('關係', 10), ('臉書', 10), ('資料', 9), ('人員', 9), ('訊息', 9), ('王男', 9), ('平台', 9), ('買家', 9), ('巡隊', 9), ('人民', 9), ('張惇涵', 9), ('問題', 8), ('武漢', 8), ('肺炎', 8), ('超商', 8), ('店員', 8), ('現場', 8), ('實聯制', 8), ('通訊', 8), ('賣家', 8), ('鄒男', 8), ('美方', 8), ('新聞', 7), ('法律', 7), ('刑事局', 7), ('王嫌', 7), ('余女', 7), ('前妻', 7), ('蕭美琴', 7), ('我國', 7), ('地檢署', 6), ('單位', 6), ('夥伴', 6), ('協會', 6), ('專區', 6), ('小時', 6), ('張姓', 6), ('員警', 6), ('騎士', 6), ('專線', 6), ('陳翰珍', 6), ('頭份', 6), ('交通', 6), ('機車', 6), ('家屬', 6), ('金門岸', 6), ('國家', 6), ('大甲', 6), ('小隊長', 6), ('外交', 6), ('國會', 6), ('拜登', 6), ('朋友', 6), ('蘇貞昌', 6), ('期間', 5), ('費用', 5), ('當事人', 5), ('畫面', 5), ('嫌犯', 5), ('紀錄', 5), ('過程', 5), ('手機', 5), ('原因', 5), ('三星', 5), ('狀況', 5), ('東西', 5), ('網路', 5), ('居家', 5), ('壽石', 5), ('靈芝', 5), ('徐新泉', 5), ('香港', 5), ('張男', 5), ('中華路', 5), ('建國路', 5), ('條例', 5), ('北市', 5), ('警察局', 5), ('黃男', 5), ('中國', 5), ('縣府', 5), ('總統府', 5), ('發言人', 5), ('團隊', 5), ('各界', 5), ('蔡英文', 5), ('力量', 5), ('數量', 5), ('民進黨', 5), ('立委', 5), ('事務所', 4), ('法官', 4), ('時間', 4), ('罪嫌', 4), ('監視器', 4), ('行蹤', 4), ('電信', 4), ('國際', 4), ('犯嫌', 4), ('車禍', 4), ('人士', 4), ('社會', 4), ('網拍', 4), ('賣場', 4), ('行動', 4), ('張大千', 4), ('女兒', 4), ('港幣', 4), ('辦事處', 4), ('吳男', 4), ('周邊', 4), ('友人', 4), ('切結書', 4), ('鑰匙圈', 4), ('劉男', 4), ('香菇', 4), ('金門', 4), ('第一線', 4), ('勤務', 4), ('黨派', 4), ('民主', 4), ('大使', 4), ('法院', 3), ('人物', 3), ('檢方', 3), ('收入', 3), ('影響', 3), ('台南', 3), ('公會', 3), ('時候', 3), ('證據', 3), ('公司', 3), ('案件', 3), ('視訊', 3), ('檢察官', 3), ('水果刀', 3), ('衛武營', 3), ('都會', 3), ('公園', 3), ('馬路', 3), ('工作', 3), ('衛生', 3), ('福利部', 3), ('疾管署', 3), ('台中', 3), ('門號', 3), ('資訊', 3), ('地方', 3), ('代碼', 3), ('商家', 3), ('區域', 3), ('三星鄉', 3), ('附近', 3), ('分局', 3), ('治安', 3), ('交易', 3), ('網頁', 3), ('信用卡', 3), ('銀行', 3), ('贓物', 3), ('台北', 3), ('行政', 3), ('程壽康', 3), ('王齡梓', 3), ('北檢', 3), ('父親', 3), ('影機', 3), ('道路', 3), ('速食', 3), ('門市', 3), ('消費者', 3), ('路人', 3), ('李姓', 3), ('5樓', 3), ('小王', 3), ('同事', 3), ('婚姻', 3)]"
政治,"[('疫苗', 123), ('台灣', 77), ('美國', 46), ('政府', 41), ('國民黨', 33), ('民進黨', 27), ('武漢', 24), ('肺炎', 24), ('疫情', 23), ('診所', 22), ('立委', 20), ('歐盟', 19), ('國際', 18), ('政治', 17), ('高嘉瑜', 17), ('人員', 15), ('台北市', 15), ('訊息', 14), ('提案', 14), ('臉書', 13), ('禾馨', 13), ('新聞', 12), ('專區', 12), ('名單', 12), ('數量', 10), ('公司', 10), ('中國', 10), ('顏若芳', 10), ('哈利', 10), ('威廉', 10), ('辛格', 10), ('國家', 9), ('空域', 9), ('紀錄', 9), ('共識', 9), ('朝野', 9), ('國旗', 9), ('鄰長', 9), ('心肝', 9), ('責任', 9), ('梅根', 9), ('會議', 8), ('事實', 8), ('推特', 8), ('民眾', 8), ('柯文哲', 8), ('股長', 8), ('林穎孟', 8), ('奧運', 8), ('現場', 8), ('印度', 8), ('莫德納', 7), ('我國', 7), ('蘇貞昌', 7), ('市長', 7), ('衛生局', 7), ('電話', 7), ('承諾', 6), ('新型', 6), ('冠狀', 6), ('官方', 6), ('朋友', 6), ('決策', 6), ('過程', 6), ('工作', 6), ('國內', 6), ('江啟臣', 6), ('中心', 6), ('民代', 6), ('事件', 6), ('孕婦', 6), ('高層', 6), ('羅致政', 6), ('王室', 6), ('王子', 6), ('官員', 6), ('民主', 5), ('協會', 5), ('病毒病', 5), ('日本', 5), ('病毒', 5), ('政黨', 5), ('在野黨', 5), ('小組', 5), ('立法院', 5), ('黨團', 5), ('方式', 5), ('爭議', 5), ('中央', 5), ('行政', 5), ('第一線', 5), ('小禾馨', 5), ('人心', 5), ('林奕華', 5), ('科長', 5), ('兄弟', 5), ('小池', 5), ('百合子', 5), ('活動', 5), ('法新社', 5), ('田徑', 5), ('運動員', 5), ('時間', 4), ('台北', 4), ('發言人', 4), ('人民', 4), ('在台', 4), ('內容', 4), ('中華民國', 4), ('國會', 4), ('結果', 4), ('預算', 4), ('報告', 4), ('科學', 4), ('標準', 4), ('國人', 4), ('公道', 4), ('市府', 4), ('議員', 4), ('員工', 4), ('指揮所', 4), ('政策', 4), ('北市府', 4), ('局長', 4), ('數據', 4), ('人數', 4), ('路透', 4), ('妻子', 4), ('弟弟', 4), ('傳媒', 4), ('蘋果日報', 4), ('國安法', 4), ('資金', 4), ('全民', 3), ('高度', 3), ('代表', 3), ('羅秉成', 3), ('COVID-19', 3), ('拜登', 3), ('參議員', 3), ('文章', 3), ('網友', 3), ('世界', 3), ('留言', 3), ('軍機', 3), ('廣播', 3), ('程序', 3), ('意見', 3), ('特權', 3), ('立場', 3), ('說法', 3), ('理事會', 3), ('限制', 3), ('方面', 3), ('行政院長', 3), ('主席', 3), ('弱勢', 3), ('辦公室', 3), ('需求', 3), ('選民', 3), ('問題', 3), ('新生兒', 3), ('公會', 3), ('大安區', 3), ('余文', 3), ('鬼話', 3), ('蔡明彥', 3), ('人士', 3), ('雷希', 3), ('戰爭', 3), ('外媒', 3), ('宣言', 3), ('莫迪', 3), ('香港', 3), ('港幣', 3), ('資產', 3), ('港蘋', 3), ('現金', 3), ('桃機', 2), ('讀者', 2), ('外交部', 2), ('田納西州', 2), ('曼菲斯', 2), ('機場', 2), ('中華', 2), ('航空', 2), ('行政院', 2), ('資料照', 2), ('盟友', 2), ('美方', 2), ('總統', 2), ('家庭', 2), ('份子', 2), ('貢獻', 2), ('縣長', 2), ('共機', 2), ('國防部', 2), ('中共', 2), ('空軍', 2), ('架次', 2)]"
國際,"[('病毒', 41), ('疫苗', 34), ('美國', 21), ('中國', 20), ('武漢', 18), ('變異株', 18), ('網友', 18), ('肺炎', 16), ('台灣', 15), ('董經緯', 14), ('變種', 13), ('馬來西亞', 12), ('旅客', 11), ('疫情', 10), ('英國', 10), ('香港', 10), ('野豬', 10), ('新聞', 9), ('情報', 9), ('日本', 9), ('澳洲', 9), ('罰單', 9), ('地區', 8), ('冠狀', 8), ('變異', 8), ('病毒株', 8), ('消息', 8), ('人員', 8), ('澳門', 8), ('男子', 7), ('新型', 7), ('病毒病', 7), ('商標', 7), ('結果', 7), ('事故', 7), ('效力', 7), ('抗體', 7), ('輝瑞', 7), ('倉鼠', 7), ('食品', 7), ('白鯨', 7), ('法國', 6), ('事件', 6), ('國家', 6), ('魚哥', 6), ('臉書', 6), ('關係', 6), ('衛生部', 6), ('北京', 6), ('照片', 6), ('護照', 6), ('張劍虹', 6), ('羅偉光', 6), ('總裁', 6), ('狀況', 6), ('祕魯', 6), ('朝鮮', 6), ('口味', 6), ('維尼', 6), ('病患', 6), ('癌細胞', 6), ('專區', 5), ('訊息', 5), ('衛生', 5), ('大馬', 5), ('文化', 5), ('人士', 5), ('專家', 5), ('規定', 5), ('示意圖', 5), ('公司', 5), ('動物', 5), ('團隊', 5), ('巴西', 5), ('巴士', 5), ('實驗', 5), ('牛奶', 5), ('新台幣', 5), ('醫師', 5), ('公路', 5), ('布列塔尼', 4), ('宵禁', 4), ('法新社', 4), ('義大利', 4), ('比利時', 4), ('世界', 4), ('衛生部長', 4), ('王雷', 4), ('試驗', 4), ('美聯社', 4), ('能力', 4), ('推特', 4), ('中共', 4), ('大學', 4), ('機會', 4), ('飛機', 4), ('現金', 4), ('化石', 4), ('富山市', 4), ('學童', 4), ('北韓', 4), ('經貿', 4), ('薯片', 4), ('水族館', 4), ('癌症', 4), ('巫師', 4), ('腫瘤', 4), ('安全帽', 4), ('警方', 3), ('政府', 3), ('外媒', 3), ('官員', 3), ('當地', 3), ('組織', 3), ('印度', 3), ('全球', 3), ('當局', 3), ('科學', 3), ('研究所', 3), ('官方', 3), ('工作', 3), ('女兒', 3), ('間諜', 3), ('習近', 3), ('媒體', 3), ('中方', 3), ('加州', 3), ('地方', 3), ('證據', 3), ('報告', 3), ('中心', 3), ('越南', 3), ('路透', 3), ('醫院', 3), ('南韓', 3), ('大規模', 3), ('西九龍', 3), ('裁判', 3), ('法院', 3), ('條件', 3), ('裁判官', 3), ('歐新社', 3), ('傳媒', 3), ('集團', 3), ('蘋果日報', 3), ('總編輯', 3), ('體型', 3), ('哺乳類', 3), ('礦工', 3), ('山路', 3), ('山谷', 3), ('意外', 3), ('東京', 3), ('托兒所', 3), ('食物', 3), ('教職員', 3), ('粉專', 3), ('平壤', 3), ('工廠', 3), ('香蕉', 3), ('圖案', 3), ('康乃狄克州', 3), ('館方', 3), ('民眾', 3), ('鰻魚', 3), ('麻雀', 3), ('檔車', 3), ('貼文', 3), ('澳幣', 3), ('汽車', 3), ('駕照', 3), ('時速', 3), ('地鐵', 3), ('博愛座', 3), ('關注組', 3), ('大型', 2), ('派對', 2), ('衝突', 2), ('警力', 2), ('首相', 2), ('強森', 2), ('確診率', 2), ('日期', 2), ('措施', 2), ('病例', 2), ('疾病', 2), ('圖片', 2), ('新加坡', 2), ('執照', 2), ('強盜', 2), ('平台', 2), ('原因', 2), ('檔案照', 2), ('阿漢峇峇', 2), ('會議', 2), ('流程', 2), ('教育', 2), ('部門', 2), ('國安部', 2), ('副部長', 2)]"
蒐奇,"[('醫院', 99), ('疫苗', 99), ('長者', 94), ('民眾', 34), ('中心', 31), ('網友', 28), ('長輩', 25), ('原住民', 23), ('臉書', 22), ('視訊', 22), ('時間', 18), ('電話', 18), ('中央', 17), ('人員', 16), ('武漢', 16), ('肺炎', 16), ('腔棘魚', 15), ('公社', 15), ('疫情', 14), ('狗狗', 13), ('院區', 13), ('金門', 13), ('醫療院所', 13), ('接種站', 13), ('地點', 13), ('縣府', 12), ('社區', 12), ('年齡', 11), ('社團', 11), ('身分', 11), ('針鼴', 11), ('女童', 11), ('炸醬麵', 11), ('對象', 11), ('患者', 11), ('台北', 11), ('病人', 11), ('老闆娘', 10), ('房間', 10), ('過程', 10), ('環保局', 10), ('病房', 10), ('數量', 9), ('中國', 9), ('高雄', 9), ('北市', 9), ('通知單', 9), ('新北市', 9), ('台東', 9), ('手術', 9), ('病患', 9), ('階段', 8), ('銀行', 8), ('網路', 8), ('學生', 8), ('工廠', 8), ('鳥松區', 8), ('側溝', 8), ('體育館', 8), ('衛生局', 8), ('快打站', 8), ('台大', 8), ('戶外', 8), ('慈濟', 8), ('多恩', 7), ('動物', 7), ('狀況', 7), ('現場', 7), ('客人', 7), ('澳洲', 7), ('大樓', 7), ('影片', 7), ('通訊', 7), ('衛生紙', 7), ('家人', 7), ('里長', 7), ('合約', 7), ('時段', 7), ('區公所', 7), ('屏東縣', 7), ('量能', 7), ('馬偕', 7), ('壽命', 6), ('餅乾', 6), ('鬥牛犬', 6), ('席維亞', 6), ('身高', 6), ('雄性', 6), ('長期', 6), ('男子', 6), ('器官', 6), ('市府', 6), ('積淹水', 6), ('金門縣', 6), ('診所', 6), ('新型', 6), ('冠狀', 6), ('縣市', 6), ('資格', 6), ('健保卡', 6), ('台中', 6), ('台南', 6), ('新竹縣', 6), ('新竹', 6), ('鄉鎮', 6), ('分院', 6), ('書法家', 5), ('黃庭堅', 5), ('故宮', 5), ('魚類', 5), ('社群', 5), ('小時', 5), ('問題', 5), ('男女', 5), ('手機', 5), ('照片', 5), ('日本', 5), ('學者', 5), ('生殖器', 5), ('醫師', 5), ('爸爸', 5), ('大雨', 5), ('高雄市', 5), ('土石', 5), ('地區', 5), ('政策', 5), ('病毒', 5), ('高齡', 5), ('台北市', 5), ('里幹事', 5), ('台南市', 5), ('衛生所', 5), ('市長', 5), ('通知書', 5), ('花蓮縣', 5), ('花蓮', 5), ('三總', 5), ('長庚', 5), ('紀念', 5), ('黃金', 4), ('獵犬', 4), ('飼主', 4), ('海洋', 4), ('事件', 4), ('飲料店', 4), ('平台', 4), ('品項', 4), ('飲料', 4), ('店家', 4), ('訂單', 4), ('示意圖', 4), ('留言', 4), ('窗簾', 4), ('上班族', 4), ('媒體', 4), ('情侶', 4), ('操場', 4), ('晚餐', 4), ('地板', 4), ('巴西', 4), ('兒子', 4), ('龜頭', 4), ('身體', 4), ('粉專', 4), ('租屋網', 4), ('桌子', 4), ('以色列', 4), ('醫學', 4), ('高市', 4), ('美山路', 4), ('黑色', 4), ('住家', 4), ('作業', 4), ('規定', 4), ('泥流', 4), ('山坡地', 4), ('台灣', 4), ('人數', 4), ('政府', 4), ('需求', 4), ('系統', 4), ('機構', 4), ('措施', 4), ('慢性病', 4), ('侯友宜', 4), ('台中市', 4), ('基隆', 4), ('施打站', 4), ('南投', 4), ('屏東', 4), ('風險', 4), ('檢疫所', 4), ('亞東', 4), ('核酸', 4), ('附醫', 4), ('中醫', 4), ('臺大', 4), ('哈雷', 3), ('母親', 3), ('附近', 3)]"
